stage,full_error_message
LEVEL,"Let's try that one more time. Are you a beginner, intermediate, or advanced? I'm ready when you are."
LEVEL,"Could you repeat that? Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Sorry [Name], could you clarify? Please just tell me if you are beginner, intermediate, or advanced."
LEVEL,"I'm not sure I follow. I need your experience level: beginner, intermediate, or advanced."
LEVEL,"My apologies, I didn't understand. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Wait, say that again? Are you a beginner, intermediate, or advanced?"
LEVEL,"I think I misheard you. I need your experience level: beginner, intermediate, or advanced."
LEVEL,"Wait, say that again? Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Hmm, that didn't compute. Please just tell me if you are beginner, intermediate, or advanced. Any ideas?"
LEVEL,"Hmm, that didn't compute. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"My apologies, I didn't understand. Which level fits you best: beginner, intermediate, or advanced? Any ideas?"
LEVEL,"I think I misheard you. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Let's try that one more time. Are you a beginner, intermediate, or advanced?"
LEVEL,"Sorry, I missed that. Are you a beginner, intermediate, or advanced? Let me know."
LEVEL,"Oops, missed that. Which level fits you best: beginner, intermediate, or advanced? I'm ready when you are."
LEVEL,"My apologies, I didn't understand. Please just tell me if you are beginner, intermediate, or advanced. Any ideas?"
LEVEL,"Sorry, I missed that. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Wait, say that again? I need your experience level: beginner, intermediate, or advanced."
LEVEL,"I didn't quite catch that. Please just tell me if you are beginner, intermediate, or advanced. Just say the word."
LEVEL,"Sorry [Name], could you clarify? I need your experience level: beginner, intermediate, or advanced. I'm ready when you are."
LEVEL,"Oops, missed that. Please just tell me if you are beginner, intermediate, or advanced."
LEVEL,"[Name], I didn't quite get that. Please just tell me if you are beginner, intermediate, or advanced. Take your time."
LEVEL,"I think I misheard you. Please just tell me if you are beginner, intermediate, or advanced."
LEVEL,"I think I misheard you. Which level fits you best: beginner, intermediate, or advanced? What do you say?"
LEVEL,"Wait, say that again? Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Hmm, that didn't compute. Are you a beginner, intermediate, or advanced? What do you say?"
LEVEL,"My apologies, I didn't understand. Are you a beginner, intermediate, or advanced?"
LEVEL,"I didn't quite catch that. Please just tell me if you are beginner, intermediate, or advanced. Take your time."
LEVEL,"Wait, say that again? Are you a beginner, intermediate, or advanced? Let me know."
LEVEL,"I didn't quite catch that. I need your experience level: beginner, intermediate, or advanced. Any ideas?"
LEVEL,"Sorry [Name], could you clarify? Please just tell me if you are beginner, intermediate, or advanced. Let's try again."
LEVEL,"Wait, say that again? Are you a beginner, intermediate, or advanced? Can you clarify?"
LEVEL,"[Name], I didn't quite get that. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"My apologies, I didn't understand. I need your experience level: beginner, intermediate, or advanced. Take your time."
LEVEL,"Could you repeat that? Are you a beginner, intermediate, or advanced?"
LEVEL,"Could you repeat that? Are you a beginner, intermediate, or advanced? Let's try again."
LEVEL,"Oops, missed that. Which level fits you best: beginner, intermediate, or advanced? Let me know."
LEVEL,"Let's try that one more time. Are you a beginner, intermediate, or advanced?"
LEVEL,"I didn't quite catch that. Are you a beginner, intermediate, or advanced?"
LEVEL,"Hmm, that didn't compute. I need your experience level: beginner, intermediate, or advanced. What do you say?"
LEVEL,"Sorry, I missed that. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Sorry [Name], could you clarify? Please just tell me if you are beginner, intermediate, or advanced."
LEVEL,"I'm not sure I follow. Please just tell me if you are beginner, intermediate, or advanced. I'm ready when you are."
LEVEL,"Sorry, I missed that. Are you a beginner, intermediate, or advanced?"
LEVEL,"Hmm, that didn't compute. Which level fits you best: beginner, intermediate, or advanced? Any ideas?"
LEVEL,"I think I misheard you. Please just tell me if you are beginner, intermediate, or advanced. What do you say?"
LEVEL,"[Name], I didn't quite get that. I need your experience level: beginner, intermediate, or advanced. Take your time."
LEVEL,"Could you repeat that? Are you a beginner, intermediate, or advanced? Can you clarify?"
LEVEL,"Let's try that one more time. Which level fits you best: beginner, intermediate, or advanced? Take your time."
LEVEL,"Oops, missed that. Are you a beginner, intermediate, or advanced?"
LEVEL,"Let's try that one more time. Which level fits you best: beginner, intermediate, or advanced? Let's try again."
LEVEL,"Sorry [Name], could you clarify? Are you a beginner, intermediate, or advanced?"
LEVEL,"My apologies, I didn't understand. I need your experience level: beginner, intermediate, or advanced."
LEVEL,"Sorry [Name], could you clarify? I need your experience level: beginner, intermediate, or advanced. What do you say?"
LEVEL,"Hmm, that didn't compute. I need your experience level: beginner, intermediate, or advanced. I'm ready when you are."
LEVEL,"Sorry, I missed that. Please just tell me if you are beginner, intermediate, or advanced. Let's try again."
LEVEL,"I'm not sure I follow. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"I think I misheard you. I need your experience level: beginner, intermediate, or advanced."
LEVEL,"Hmm, that didn't compute. Are you a beginner, intermediate, or advanced?"
LEVEL,"I think I misheard you. I need your experience level: beginner, intermediate, or advanced."
LEVEL,"Wait, say that again? Are you a beginner, intermediate, or advanced?"
LEVEL,"My apologies, I didn't understand. Are you a beginner, intermediate, or advanced?"
LEVEL,"Could you repeat that? Please just tell me if you are beginner, intermediate, or advanced. Can you clarify?"
LEVEL,"[Name], I didn't quite get that. Are you a beginner, intermediate, or advanced? Can you clarify?"
LEVEL,"Sorry, I missed that. Please just tell me if you are beginner, intermediate, or advanced. Let me know."
LEVEL,"Could you repeat that? Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Could you repeat that? I need your experience level: beginner, intermediate, or advanced. What do you say?"
LEVEL,"Oops, missed that. Please just tell me if you are beginner, intermediate, or advanced. Let me know."
LEVEL,"I didn't quite catch that. Please just tell me if you are beginner, intermediate, or advanced. Can you clarify?"
LEVEL,"Sorry, I missed that. I need your experience level: beginner, intermediate, or advanced. Let me know."
LEVEL,"I didn't quite catch that. Please just tell me if you are beginner, intermediate, or advanced."
LEVEL,"[Name], I didn't quite get that. Please just tell me if you are beginner, intermediate, or advanced. Just say the word."
LEVEL,"[Name], I didn't quite get that. Are you a beginner, intermediate, or advanced? Let's try again."
LEVEL,"Could you repeat that? I need your experience level: beginner, intermediate, or advanced. I'm ready when you are."
LEVEL,"Hmm, that didn't compute. I need your experience level: beginner, intermediate, or advanced."
LEVEL,"Oops, missed that. Please just tell me if you are beginner, intermediate, or advanced."
LEVEL,"Let's try that one more time. Which level fits you best: beginner, intermediate, or advanced? I'm ready when you are."
LEVEL,"Could you repeat that? Please just tell me if you are beginner, intermediate, or advanced. Take your time."
LEVEL,"Could you repeat that? Are you a beginner, intermediate, or advanced? Any ideas?"
LEVEL,"[Name], I didn't quite get that. I need your experience level: beginner, intermediate, or advanced. What do you say?"
LEVEL,"I think I misheard you. I need your experience level: beginner, intermediate, or advanced. Any ideas?"
LEVEL,"My apologies, I didn't understand. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Let's try that one more time. Are you a beginner, intermediate, or advanced? Any ideas?"
LEVEL,"Wait, say that again? Please just tell me if you are beginner, intermediate, or advanced. Let's try again."
LEVEL,"[Name], I didn't quite get that. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Sorry [Name], could you clarify? Are you a beginner, intermediate, or advanced? What do you say?"
LEVEL,"Sorry, I missed that. I need your experience level: beginner, intermediate, or advanced. I'm ready when you are."
LEVEL,"[Name], I didn't quite get that. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"My apologies, I didn't understand. Please just tell me if you are beginner, intermediate, or advanced."
LEVEL,"Hmm, that didn't compute. Are you a beginner, intermediate, or advanced?"
LEVEL,"I'm not sure I follow. Are you a beginner, intermediate, or advanced? I'm ready when you are."
LEVEL,"[Name], I didn't quite get that. Are you a beginner, intermediate, or advanced? I'm ready when you are."
LEVEL,"Oops, missed that. Are you a beginner, intermediate, or advanced? What do you say?"
LEVEL,"Oops, missed that. I need your experience level: beginner, intermediate, or advanced."
LEVEL,"I'm not sure I follow. I need your experience level: beginner, intermediate, or advanced. Can you clarify?"
LEVEL,"Oops, missed that. Which level fits you best: beginner, intermediate, or advanced?"
LEVEL,"Hmm, that didn't compute. Are you a beginner, intermediate, or advanced?"
LEVEL,"Hmm, that didn't compute. Which level fits you best: beginner, intermediate, or advanced?"
